Steering Angle,Speed
-0.01230052188038826,2.4859806299209595
0.14021086692810059,3.279059201478958
0.13617453575134278,3.426009476184845
-0.14591814279556276,2.2813934087753296
-0.2116224765777588,1.8431257009506226
-0.09616012573242189,2.4782431721687317
-0.11675472259521485,1.9434409141540527
0.2850635528564453,4.286967515945435
0.17204747200012208,3.385560482740402
0.23522481918334961,3.8521042466163635
-0.14444054365158082,2.2152904272079468
-0.09920164346694947,3.454412430524826
-0.1343832015991211,3.4039201140403748
-0.14186491966247558,3.2190056145191193
-0.2688041687011719,2.312432646751404
-0.02587933838367462,2.8595155626535416
0.05466272830963135,2.4374902844429016
0.17776271104812624,3.4088773131370544
0.16582115888595583,3.269253373146057
0.16509358882904054,3.35752409696579
-0.00499245822429657,3.3861137330532074
-0.21840574741363528,3.2300449311733246
-0.18873314857482912,3.3274087011814117
-0.23301992416381836,2.97399584017694
0.30124313831329347,3.3226258754730225
0.045882302522659305,2.212320864200592
0.13150635957717896,2.4425768852233887
0.06650994420051574,2.1155107617378235
-0.05966793298721314,1.9883781671524048
0.27461392879486085,4.318389654159546
0.23660631179809571,4.070516228675842
0.1220983386039734,3.258536636829376
-0.3720526456832886,1.3534384965896606
-0.3999439001083374,4.325262665748596
-0.39999620914459233,4.667580008506775
-0.2951941728591919,2.2157710194587708
-0.17341361045837403,2.0665706992149353
0.39980421066284183,3.9376432299613953
0.39967758655548097,3.142124682664871
0.3860223770141602,4.461868166923523
-0.38703761100769046,2.270392954349518
-0.39951975345611573,3.161385327577591
-0.4,4.971796870231628
